rxn00001	diphosphate phosphohydrolase
rxn07510	R07696
rxn07511	R07697
rxn07512	naphthalene disulfonate 1,2-dioxygenase
rxn07513	naphthalene disulfonate 1,2-dioxygenase
rxn07514	aniline dioxygenase
rxn07515	R07701
rxn07516	R07702
rxn07517	1,2-dihydrophthalic acid:NAD+ oxidoreductase
rxn07518	anthracene,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07519	anthracene cis-1,2-dihydrodiol:NAD+ 1,2-oxidoreductase
rxn07520	nitrobenzene 1,2-dioxygenase
rxn07521	R07707
rxn07522	R07708
rxn07523	R07709
rxn07524	salicylate,NADPH:oxygen oxidoreductase (5-hydroxylating)
rxn07525	R07711
rxn07526	R07712
rxn07527	(3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate 2-formylbenzoate-lyase (pyruvate-forming)
rxn07528	7,4'-dihydroxyflavone,NADPH:oxygen oxidoreductase (isoflavanone-forming)
rxn07529	6,7,4'-trihydroxyflavanone,NADPH:oxygen oxidoreductase (isoflavanone-forming)
rxn07530	R07716
rxn07531	R07717
rxn07532	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
rxn07533	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07534	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
rxn07535	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07536	rxn07536
rxn07537	2,7-dihydroxy-4'-methoxyisoflavanone hydro-lyase (formononetin-forming)
rxn07538	S-adenosyl-L-methionine:hydroxyisoflavone 7-O-methyltransferase
rxn07539	R07725
rxn07540	R07726
rxn07541	R07727
rxn07542	(6aR,11aR)-3,9-dihydroxypterocarpan:NADP+ 2'-oxidoreductase
rxn07543	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
rxn07544	R07730
rxn07545	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07546	R07732
rxn07547	R07733
rxn07548	R07734
rxn07549	R07735
rxn07550	R07736
rxn07551	R07737
rxn07552	R07738
rxn07553	R07739
rxn07554	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
rxn07555	malonyl-CoA:pterocarpan-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07556	R07742
rxn07557	R07743
rxn07558	R07744
rxn07559	calycosin,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)
rxn07560	isoflavone,NADPH:oxygen oxidoreductase (2'-hydroxylating)
rxn07561	(+)-sophorol:NADP+ oxidoreductase
rxn07562	(+)-maackiain:NADP+ 2'-oxidoreductase
rxn07563	R07749
rxn07564	R07750
rxn07565	(-)-sophorol:NADP+ oxidoreductase
rxn07566	(-)-maackiain:NADP+ 2'-oxidoreductase
rxn07567	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase
rxn07568	malonyl-CoA:pterocarpan-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07569	R07755
rxn07570	R07756
rxn07571	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07572	R07758
rxn07573	R07759
rxn07574	R07760
rxn07575	R07761
rxn07576	R07762
rxn07577	R07763
rxn07578	R07764
rxn07579	R07765
rxn07580	octanoyl-[acp]:protein N6-octanoyltransferase
rxn07581	protein N6-(octanoyl)lysine:sulfur sulfurtransferase
rxn07582	octanoyl-[acp]:sulfur sulfurtransferase
rxn07583	lipoyl-[acp]:protein N6-lipoyltransferase
rxn07584	ATP:lipoate adenylyltransferase
rxn07585	R07771
rxn07586	cobalt-precorrin 5A acylhydrolase
rxn07587	S-adenosyl-L-methionine:cobalt-precorrin-5B (C1)-methyltransferase
rxn07588	R07774
rxn07589	S-adenosyl-L-methionine:precorrin-7 C15-methyltransferase (C-12-decarboxylating)
rxn07590	biochanin A,NADPH:oxygen oxidoreductase (3'-hydroxylating)
rxn07591	liquiritigenin,NADPH:oxygen oxidoreductase (isoflavanone-forming)
rxn07592	naringenin,NADPH:oxygen oxidoreductase (isoflavanone-forming)
rxn07593	bromoxynil,NADPH:oxygen oxidoreductase
rxn07594	3,5-dibromo-4-hydroxybenzamide hydro-lyase (nitrile-forming)
rxn07595	2-maleylacetate:NAD+ oxidoreductase
rxn07596	R07782
rxn07597	R07783
rxn07598	R07784
rxn07599	R07785
rxn07600	R07793
rxn07601	R07794
rxn07602	2,3-dihydroxybenzenesulfonate 2,3-dioxygenase
rxn07603	(E)-cinnamoyl-CoA:(R)-phenyllactate CoA-transferase
rxn07604	3'-phosphoadenylyl-sulfate:5alpha-cholan-3alpha,7alpha,12alpha,24-tetrol sulfotransferase
rxn07605	3'-phosphoadenosine 5'-phosphosulfate:5beta-scymnol sulfotransferase
rxn07606	R07799
rxn07607	R07800
rxn07608	R07801
rxn07609	R07802
rxn07610	R07803
rxn07611	R07804
rxn07613	rxn07613
rxn07614	rxn07614
rxn07615	rxn07615
rxn07616	rxn07616
rxn07617	p-coumarate 3-hydroxylase
rxn07618	3-chlorocatechol:oxygen 1,2-oxidoreductase (decyclizing)
rxn07619	R07828
rxn07620	R07829
rxn07621	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [(+)-epi-isozizaene-forming]
rxn07622	R07831
rxn07623	3-hydroxy-5-oxohexanoyl-CoA:acetate CoA-transferase
rxn07624	R07833
rxn07625	R07834
rxn07626	rxn07626
rxn07627	R07836
rxn07628	R07837
rxn07629	R07838
rxn07630	R07839
rxn07631	carotenoid psi-end group lyase (decyclizing)
rxn07632	R07841
rxn07633	R07842
rxn07634	R07843
rxn07635	R07844
rxn07636	R07845
rxn07637	R07846
rxn07638	R07847
rxn07639	R07848
rxn07640	R07849
rxn07643	R07852
rxn07644	2-phenylacetamide hydro-lyase (nitrile-forming)
rxn07645	phenylacetonitrile aminohydrolase
rxn07646	carotenoid beta-end group lyase (decyclizing)
rxn07647	R07857
rxn07648	R07858
rxn07649	R07859
rxn07650	R07860
rxn07651	R07861
rxn07652	R07862
rxn07653	(9Z,11E,15Z)-(13S)-hydroperoxyoctadeca-9,11,15-trienoate 12,13-hydro-lyase [(9Z,15Z)-(13S)-12,13-epoxyoctadeca-9,11,15-trienoate-forming]
rxn07654	R07864
rxn07655	R07865
rxn07656	R07866
rxn07657	(8E)-9-[(1E,3Z,6Z)-nona-1,3,6-trien-1-yloxy]non-8-enoate synthase
rxn07658	R07868
rxn07659	R07869
rxn07660	R07870
rxn07661	R07871
rxn07662	R07872
rxn07663	R07873
rxn07664	R07874
rxn07665	R07875
rxn07666	R07876
rxn07667	R07877
rxn07668	R07878
rxn07669	R07879
rxn07670	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07671	R07881
rxn07672	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07673	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07674	R07884
rxn07675	R07885
rxn07676	R07886
rxn07677	R07887
rxn07678	R07888
rxn07679	R07889
rxn07680	R07890
rxn07681	R07891
rxn07682	R07892
rxn07683	R07893
rxn07684	R07894
rxn07685	R07895
rxn07686	R07896
rxn07687	R07897
rxn07688	R07898
rxn07689	R07899
rxn07690	R07900
rxn07691	R07901
rxn07692	R07902
rxn07693	R07903
rxn07694	R07904
rxn07695	R07905
rxn07696	R07906
rxn07697	R07907
rxn07698	R07908
rxn07699	R07909
rxn07700	malonyl-CoA:cyanidin-3-O-(6-caffeoyl-beta-D-glucoside)-5-O-beta-D-glucoside 6'''-O-malonyltransferase
rxn07701	R07911
rxn07702	UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase
rxn07703	UDP-glucose:delphinidin 3'-O-beta-D-glucosyltransferase
rxn07704	UDP-glucose:delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside 5'-O-glucosyltransferase
rxn07705	R07915
rxn07706	geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase
rxn07707	S-adenosyl-L-methionine:xanthosine N7-methyltransferase
rxn07708	7-methylxanthosine ribohydrolase
rxn07709	S-adenosyl-L-methionine:7-methylxanthine N3-methyltransferase
rxn07710	S-adenosyl-L-methionine:3,7-dimethylxanthine N1-methyltransferase
rxn07711	S-adenosyl-L-methionine:1,7-dimethylxanthine N3-methyltransferase
rxn07712	R07922
rxn07713	UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase
rxn07714	R07924
rxn07715	R07925
rxn07716	R07926
rxn07717	R07927
rxn07718	R07928
rxn07719	R07929
rxn07720	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07721	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07722	R07932
rxn07723	R07933
rxn07724	R07934
rxn07725	R07935
rxn07726	R07936
rxn07727	R07937
rxn07728	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase
rxn07729	R07939
rxn07730	R07940
rxn07731	R07941
rxn07732	1-methylxanthine:oxygen oxidoreductase
rxn07733	R07943
rxn07734	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
rxn07735	R07945
rxn07736	R07946
rxn07737	R07947
rxn07738	rxn07738
rxn07739	R07949
rxn07740	R07950
rxn07741	R07951
rxn07742	R07952
rxn07743	R07953
rxn07744	R07954
rxn07745	R07955
rxn07746	R07956
rxn07747	R07957
rxn07748	R07958
rxn07749	R07959
rxn07750	R07960
rxn07751	R07961
rxn07752	R07962
rxn07753	R07963
rxn07754	R07964
rxn07755	7-methylxanthine:oxygen oxidoreductase (demethylating)
rxn07756	7-methylxanthine:oxygen oxidoreductase (demethylating)
rxn07757	R07967
rxn07758	R07968
rxn07759	R07969
rxn07760	R07970
rxn07761	R07971
rxn07762	R07972
rxn07763	R07973
rxn07764	R07974
rxn07765	R07975
rxn07766	R07976
rxn07767	1,7-dimethylxanthine:oxygen oxidoreductase
rxn07768	3,7-dimethylxanthine:oxygen oxidoreductase
rxn07769	7-methylxanthine:oxygen oxidoreductase
rxn07770	caffeine:ubiquinone oxidoreductase
rxn07771	rxn07771
rxn07772	rxn07772
rxn07773	R07983
rxn07774	6-oxo-1,4,5,6-tetrahydronicotinate amidohydrolase
rxn07775	(S)-2-hydroxymethylglutarate:NAD+ oxidoreductase
rxn07776	R07986
rxn07777	malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing)
rxn07778	malonyl-CoA:caffeoyl-CoA malonyltransferase (cyclizing)
rxn07779	malonyl-CoA:feruloyl-CoA malonyltransferase (cyclizing)
rxn07780	flavanone lyase (decyclizing)
rxn07781	R07991
rxn07782	R07992
rxn07783	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
rxn07784	R07994
rxn07785	flavanone lyase (decyclizing)
rxn07786	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
rxn07787	flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)
rxn07788	5-deoxyleucopelargonidin:NADP+ 4-oxidoreductase
rxn07789	5-deoxyleucocyanidin:NADP+ 4-oxidoreductase
rxn07790	R08000
rxn07791	R08001
rxn07792	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)
rxn07793	R08003
rxn07794	R08004
rxn07795	2',3,4,4',6'-pentahydroxychalcone:oxygen oxidoreductase
rxn07796	R08006
rxn07797	R08007
rxn07798	2',4,4',6'-tetrahydroxychalcone 4'-O-glucoside:oxygen oxidoreductase
rxn07799	2',3,4,4',6'-peptahydroxychalcone 4'-O-glucoside:oxygen oxidoreductase
rxn07800	2',3,4,4',6'-peptahydroxychalcone 4'-O-glucoside:oxygen oxidoreductase
rxn07801	R08011
rxn07802	R08012
rxn07803	R08013
rxn07804	R08014
rxn07805	R08015
rxn07806	R08016
rxn07807	R08017
rxn07808	R08018
rxn07809	R08019
rxn07810	rxn07810
rxn07811	UDP-glucose:flavanone 7-O-beta-D-glucosyltransferase
rxn07812	UDP-L-rhamnose:hesperetin-7-O-glucoside 2''-O-alpha-L-rhamnosyltransferase
rxn07813	R08023
rxn07814	R08024
rxn07815	rxn07815
rxn07816	R08026
rxn07817	R08027
rxn07818	R08028
rxn07819	R08029
rxn07820	R08030
rxn07821	R08031
rxn07822	flavonoid,NADPH:oxygen oxidoreductase (3'-hydroxylating)
rxn07823	R08033
rxn07824	R08034
rxn07825	R08035
rxn07826	acetyl-CoA:2,4-diamino-6-nitrotoluene N-acetyltransferase
rxn07827	rxn07827
rxn07828	rxn07828
rxn07829	rxn07829
rxn07830	R08040
rxn07831	R08041
rxn07832	R08042
rxn07833	R08043
rxn07834	R08044
rxn07835	R08045
rxn07836	R08046
rxn07837	R08047
rxn07838	R08048
rxn07839	R08049
rxn07840	R08050
rxn07841	2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase
rxn07842	2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase
rxn07843	RXN-4306.c
rxn07844	rxn07844
rxn07845	D-glucarate hydro-lyase
rxn07846	GTP:GTP guanylyltransferase
rxn07847	R08058
rxn07848	R08059
rxn07849	R08060
rxn07850	R08061
rxn07851	R08062
rxn07852	R08063
rxn07853	rxn07853
rxn07854	rxn07854
rxn07855	RXN-4316.c
rxn07856	R08067
rxn07857	RXN-4317.c
rxn07858	R08069
rxn07859	rxn07859
rxn07860	R08071
rxn07861	R08072
rxn07862	R08073
rxn07863	R08074
rxn07864	R08075
rxn07865	R08076
rxn07866	R08077
rxn07867	R08078
rxn07868	R08079
rxn07869	R08080
rxn07870	flavanone,2-oxoglutarate:oxygen oxidoreductase (dehydrating)
rxn07871	dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase
rxn07872	R08083
rxn07873	R08084
rxn07874	R08085
rxn07875	R08086
rxn07876	R08087
rxn07877	citronellyl-CoA ligase
rxn07878	R08089
rxn07879	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming)
rxn07880	7-methyl-3-oxo-6-octenoyl-CoA:acetyl-CoA C-acyltransferase
rxn07881	R08092
rxn07882	3-hydroxy-5-methylhex-4-enoyl-CoA hydro-lyase
rxn07883	3-hydroxy-5-methylhex-4-enoyl-CoA:NAD+ oxidoreductase
rxn07884	3-methylcrotonyl-CoA:acetyl-CoA C-acyltransferase
rxn07885	R08096
rxn07886	R08097
rxn07887	R08098
rxn07888	R08099
rxn07889	2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07890	2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07891	R08102
rxn07892	R08103
rxn07893	R08104
rxn07894	R08105
rxn07895	R08106
rxn07896	3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07897	3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07898	4-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)
rxn07899	3-fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)
rxn07900	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)
rxn07901	4-fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate:NAD+oxidoreductase (decarboxylating)
rxn07902	3-fluorocatechol:oxygen 1,2-oxidoreductase
rxn07903	4-fluorocatechol:oxygen 1,2-oxidoreductase
rxn07904	4-fluoromuconolactone lyase (decyclizing)
rxn07905	4-fluorobenzoate:CoA ligase
rxn07906	4-fluorobenzoyl CoA fluorohydrolase
rxn07907	5-fluoromuconolactone lyase (decyclizing)
rxn07908	5-fluoromuconolactone lactonohydrolase
rxn07909	4-fluoromuconolactone lactonohydrolase
rxn07910	R08122
rxn07911	R08123
rxn07912	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)
rxn07913	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)
rxn07914	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)
rxn07915	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)
rxn07916	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)
rxn07917	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)
rxn07918	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)
rxn07919	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)
rxn07920	TRANS-RXN0-467.cp
rxn07921	(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)
rxn07922	(S)-Propane-1,2-diol facilitated transport (periplasm)
rxn07923	1,4-alpha-D-glucan transport via ABC system (periplasm)
rxn07924	1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible
rxn07925	23cAMP transport via diffusion (extracellular to periplasm)
rxn07926	23cCMP transport via diffusion (extracellular to periplasm)
rxn07927	23cGMP transport via diffusion (extracellular to periplasm)
rxn07928	23cUMP transport via diffusion (extracellular to periplasm)
rxn07929	2,3-diaminopropionate transport in via proton symport
rxn07930	2,3-diaminopropionate transport via diffusion
rxn07931	meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)
rxn07932	2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)
rxn07933	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)
rxn07934	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)
rxn07935	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)
rxn07936	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)
rxn07937	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)
rxn07938	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)
rxn07939	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)
rxn07940	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)
rxn07941	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)
rxn07942	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)
rxn07943	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)
rxn07944	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)
rxn07945	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)
rxn07946	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)
rxn07947	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)
rxn07948	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)
rxn07949	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)
rxn07950	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)
rxn07951	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)
rxn07952	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)
rxn07953	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)
rxn07954	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)
rxn07955	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)
rxn07956	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)
rxn07957	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)
rxn07958	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)
rxn07959	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)
rxn07960	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)
rxn07961	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)
rxn07962	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)
rxn07963	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)
rxn07964	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)
rxn07965	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)
rxn07966	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)
rxn07967	2-dehydro-D-gluconate reductase (NADH)
rxn07969	RXN-12106.c.metaexp.NAD_NADH
rxn07970	L-idonate:NADP+ 2-oxidoreductase
rxn07971	RXN0-3543.c
rxn07972	dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)
rxn07973	3AMP transport via diffusion (extracellular to periplasm)
rxn07974	3CMP transport via diffusion (extracellular to periplasm)
rxn07975	3GMP transport via diffusion (extracellular to periplasm)
rxn07976	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)
rxn07977	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)
rxn07978	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)
rxn07979	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)
rxn07980	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)
rxn07981	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)
rxn07987	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)
rxn07989	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)
rxn07991	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)
rxn07992	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)
rxn07993	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)
rxn07994	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)
rxn07997	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)
rxn07998	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)
rxn08000	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)
rxn08001	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)
rxn08002	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)
rxn08003	tripeptide (LalaDgluMdap) transport via ABC system (periplasm)
rxn08004	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)
rxn08005	3UMP transport via diffusion (extracellular to periplasm)
rxn08006	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)
rxn08007	tetrapeptide L,D-carboxypeptidase (periplasm)
rxn08008	tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)
rxn08009	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)
rxn08011	TRANS-RXN0-228.cp
rxn08012	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)
rxn08013	RXN0-6550.c
rxn08014	myristate-[acyl-carrier-protein] ligase
rxn08015	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)
rxn08016	palmitate-[acyl-carrier-protein] ligase
rxn08017	acyl-[acyl-carrier-protein] synthetase  (n-C16:1)
rxn08018	acyl-[acyl-carrier-protein] synthetase  (n-C18:1)
rxn08019	stearate-[acyl-carrier-protein] ligase
rxn08020	laurate-[acyl-carrier-protein] ligase
rxn08021	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)
rxn08022	RXN-5741.c
rxn08023	FUC4NACTRANS-RXN.c
rxn08024	alpha-amylase (periplasm)
rxn08025	Arbutin 6-phosphate glucohydrolase
rxn08027	TRANS-RXN-57.cp
rxn08028	4-aminobutyrate transport via diffusion (extracellular to periplasm)
rxn08029	acetoacetate transport via proton symport  (periplasm)
rxn08030	acetoacetate transport via diffusion (extracellular to periplasm)
rxn08032	acetaldehyde transport via diffusion (extracellular to periplasm)
rxn08033	acetaldehyde reversible transport (periplasm)
rxn08034	acetyl-CoA:anthranilate acetyltransferase
rxn08035	N-acetyl-D-galactosamine 1-phosphatase (periplasm)
rxn08036	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)
rxn08037	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)
rxn08038	N-acetyl-D-glucosamine 1-phosphatase (periplasm)
rxn08039	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)
rxn08040	UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase
rxn08041	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)
rxn08042	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)
